Symbol,Last,Net Chng,%Change,Volume,Bid,Ask,High,Low,EPS,Vol Index,Sizzle Index
SHPG,196.90,+2.41,+1.24%,"1,295,456",196.79,196.90,197.14,194.60,0,37.86%,0.221
SIAL,134.69,-.38,-0.28%,"636,732",134.67,134.68,135.15,134.50,4.14,6.27%,0.752
SIMG,4.67,+.07,+1.52%,"198,755",4.66,4.67,4.71,4.53,.12,52.81%,0.521
SIMO,24.171,-.369,-1.50%,"236,794",24.17,24.21,24.64,24.05,.81,52.86%,1.553
SINA,39.28,-.56,-1.41%,"467,102",39.27,39.30,39.55,38.82,.76,48.23%,0.849
SIRI,3.335,-.035,-1.04%,"7,331,447",3.33,3.34,3.36,3.32,.06,40.99%,0.38
SIRO,78.44,-.10,-0.13%,"222,636",78.40,78.47,78.99,77.8712,3.02,27.37%,0.855
SIVB,103.89,+.18,+0.17%,"229,832",103.73,103.85,103.99,101.65,5.44,22.02%,1.044
SKYW,8.82,-.08,-0.90%,"229,262",8.81,8.83,8.95,8.66,-.07,73.91%,0.397
SLAB,44.91,+.92,+2.09%,"184,190",44.89,44.91,44.97,43.34,.88,28.71%,0.787
SLCA,47.09,-3.50,-6.92%,"2,005,597",47.06,47.12,48.81,46.27,1.58,67.14%,1.458
SLGN,48.98,-.18,-0.37%,"119,796",48.94,48.99,49.3081,48.55,2.86,22.12%,1.126
SLXP,138.21,-2.21,-1.57%,"485,243",137.98,138.15,139.89,135.84,.86,57.99%,0.444
SMCI,30.72,+.17,+0.56%,"312,652",30.71,30.73,30.80,30.06,1.4,45.51%,0.083
SMED,4.58,+.10,+2.23%,"85,464",4.56,4.59,4.61,4.35,.06,86.64%,0.285
SMFG,7.50,-.04,-0.53%,"728,174",7.49,7.50,7.50,7.45,0,33.15%,0.135
SMTC,24.08,+.19,+0.80%,"139,746",24.06,24.09,24.15,23.46,-2.55,35.03%,0.196
SNCR,46.39,+.26,+0.56%,"446,328",46.34,46.39,46.7999,46.00,.87,59.01%,0.652
SNDK,89.98,+1.22,+1.37%,"1,362,413",89.94,89.97,90.38,88.11,5,30.41%,0.675
SNMX,7.65,+.07,+0.92%,"157,923",7.63,7.65,7.65,7.30,-.27,71.01%,0.702
SNPS,39.91,-.02,-0.05%,"151,482",39.90,39.91,39.98,39.56,1.61,17.75%,0.455
SNSS,1.6399,-.0701,-4.10%,"939,585",1.6300,1.6400,1.7200,1.5400,-.73,149.29%,0.712
SNTA,2.9873,-.0377,-1.25%,"505,245",2.9800,2.9900,3.0300,2.9000,-1.15,67.61%,0.088
SODA,22.0937,-2.3563,-9.64%,"2,115,054",22.08,22.10,23.89,21.36,1.31,71.76%,1.041
SOHU,43.09,-.93,-2.11%,"145,505",43.03,43.11,43.97,42.61,-4.81,47.98%,0.612
SONC,24.69,-.22,-0.88%,"307,684",24.68,24.69,24.90,24.465,.84,32.98%,0.616
SONS,3.175,-.035,-1.09%,"1,217,692",3.17,3.18,3.19,3.11,-.04,50.38%,0.259
SOPW,2.6400,-.16,-5.71%,"846,700",2.6100,2.6200,2.8700,2.4600,-.12,,
SPCB,12.6499,+.5799,+4.80%,"154,359",12.60,12.65,12.829,11.87,.7,,
SPEX,1.4200,0,0.00%,"1,480,102",1.4200,1.4300,1.5300,1.3800,-9,,
SPIL,6.79,-.04,-0.59%,"390,773",6.78,6.79,7.00,6.72,.31,33.25%,0.403
SPLK,62.97,-.27,-0.43%,"1,001,722",62.91,63.01,64.00,61.90,-1.4,65.71%,0.609
SPLS,12.325,-.18,-1.44%,"2,071,300",12.32,12.33,12.47,12.22,.93,40.61%,1.271
SPNC,30.5795,-.4205,-1.36%,"453,394",30.57,30.58,31.33,30.01,-.24,43.56%,0.751
SPPI,7.485,-.215,-2.79%,"257,364",7.48,7.49,7.6799,7.45,-1.25,52.38%,0.024
SPRT,2.1000,-.01,-0.47%,"101,522",2.1000,2.1100,2.1300,2.1000,.08,74.40%,0.593
SPWH,7.17,+.05,+0.70%,"106,341",7.15,7.17,7.22,7.10,0,47.74%,1.361
SPWR,30.41,-.85,-2.72%,"694,356",30.40,30.41,31.17,30.10,1.51,65.02%,0.591
SQNM,3.11,+.05,+1.63%,"496,128",3.10,3.11,3.11,3.00,-.63,80.00%,0.045
SRCL,123.01,-.04,-0.03%,"275,526",122.98,123.00,123.14,122.30,3.94,17.01%,0.752
SREV,3.0700,+.07,+2.33%,"346,033",3.0700,3.0800,3.0800,2.9000,-.57,++,3.75
SRPT,15.52,-8.04,-34.13%,"11,931,359",15.51,15.52,16.68,14.74,-2.99,76.50%,17.064
SSNI,8.92,-.09,-1.00%,"90,986",8.89,8.92,9.07,8.70,-.05,91.87%,2.064
SSRI,5.27,-.01,-0.19%,"669,034",5.26,5.27,5.28,5.11,-.11,71.06%,0.562
SSTK,72.51,+.68,+0.95%,"151,701",72.23,72.52,72.58,70.42,.67,68.07%,0.487
SSYS,116.38,-1.15,-0.98%,"325,977",116.26,116.41,117.50,114.14,-.61,52.27%,1.127
STAG,23.60,-.01,-0.04%,"139,090",23.60,23.62,23.69,23.45,-.24,21.42%,2.014
STAY,22.54,-.05,-0.22%,"419,421",22.54,22.62,23.17,22.10,.45,32.86%,0.079
STEM,1.1600,-.015,-1.28%,"235,404",1.1600,1.1700,1.1900,1.1500,-.65,,
STKL,13.44,+.01,+0.07%,"123,437",13.43,13.44,13.45,13.24,.26,62.25%,0.115
STLD,21.86,-.45,-2.02%,"1,352,387",21.86,21.87,22.14,21.76,1.09,31.45%,0.051
STNG,7.80,-.41,-4.99%,"2,354,116",7.80,7.81,8.12,7.47,.3,48.01%,0.519
STWD,22.28,+.01,+0.04%,"311,043",22.27,22.28,22.35,22.20,2.07,19.75%,1.051
SUNE,18.74,-.13,-0.69%,"3,997,005",18.73,18.74,18.78,18.27,-4.07,74.34%,0.216
SUPN,7.47,-.04,-0.53%,"82,957",7.45,7.48,7.62,7.31,-1.72,42.24%,0.176
SUSQ,9.15,-.03,-0.33%,"1,056,151",9.14,9.15,9.18,9.00,.83,30.51%,1.849
SVLC,1.400,0,0.00%,"109,678",1.400,1.410,1.410,1.400,.03,,
SWAY,26.00,+.23,+0.89%,"125,527",25.99,26.01,26.04,25.54,-424.5,,2.055
SWFT,23.86,-.02,-0.08%,"1,125,673",23.85,23.86,23.88,23.21,1.06,39.69%,0.328
SWHC,10.01,-.25,-2.44%,"364,639",10.01,10.02,10.24,9.94,1.33,35.77%,0.501
SWIR,26.6201,+.0501,+0.19%,"261,613",26.62,26.66,26.676,25.905,-.41,59.84%,0.493
SWKS,54.8499,-.1901,-0.35%,"1,567,302",54.81,54.84,55.1099,54.21,1.91,51.95%,0.844
SWSH,2.8501,-.1099,-3.71%,"105,528",2.8500,2.8800,2.9600,2.8100,-8.38,127.68%,0.247
SYKE,20.35,-.20,-0.97%,"244,761",20.32,20.35,20.69,20.30,1.03,41.55%,0.11
SYMC,24.25,+.27,+1.13%,"1,732,627",24.25,24.26,24.29,23.79,1.4,34.17%,0.572
SYNA,63.25,+1.145,+1.84%,"845,198",63.25,63.33,63.75,61.89,.94,45.17%,0.681
SYRG,9.605,-1.275,-11.72%,"993,141",9.60,9.61,10.40,9.42,.25,87.78%,2.347
SZMK,5.49,+.02,+0.37%,"92,486",5.48,5.49,5.50,5.36,0,65.04%,0.876
SZYM,6.38,-.16,-2.45%,"413,071",6.38,6.39,6.63,6.25,-2.03,102.43%,1.043
TASR,15.625,+.16,+1.03%,"718,387",15.62,15.64,15.66,15.222,.33,62.08%,0.801
TAXI,11.5599,+.1799,+1.58%,"93,074",11.53,11.55,11.5599,11.37,1.13,30.90%,0.063
TCBI,57.03,-.01,-0.02%,"110,080",57.03,57.05,57.17,56.22,2.76,27.49%,0.311
TCPC,16.30,+.22,+1.37%,"159,689",16.29,16.30,16.32,15.926,1.76,++,0.228
TCRD,12.65,-.11,-0.86%,"110,588",12.66,12.68,12.781,12.62,1.1,24.07%,0.372
TEAR,2.9900,+.17,+6.03%,"85,407",2.9600,2.9900,2.9900,2.8050,-.58,101.32%,0.248
TECD,57.29,-.32,-0.56%,"91,403",57.27,57.30,57.85,57.13,5.24,34.18%,2.028
TEDU,11.57,-.11,-0.94%,"187,544",11.47,11.61,11.72,11.33,0,,
TERP,26.74,-.27,-1.00%,"211,455",26.74,26.81,27.43,26.02,0,57.59%,0.342
TESO,17.49,-.24,-1.35%,"105,968",17.45,17.49,17.59,17.20,.82,43.76%,1.159
TEVA,54.305,+.685,+1.28%,"1,670,159",54.30,54.31,54.48,53.41,1.49,27.59%,1.222
TGTX,11.28,+.39,+3.58%,"306,956",11.21,11.27,11.45,10.85,-.97,114.84%,0.164
THLD,2.990,-.02,-0.66%,"355,073",2.990,3.000,3.030,2.920,-.35,++,2.175
THOR,26.27,-.32,-1.20%,"413,478",26.26,26.29,26.62,26.17,1.17,46.19%,0.301
THRM,42.08,-.31,-0.73%,"623,495",42.01,42.16,42.81,40.72,1.49,70.13%,9.69
THRX,16.61,-.47,-2.75%,"514,878",16.64,16.66,17.005,16.5198,-1.87,63.16%,0.327
TIBX,23.27,-.02,-0.09%,"1,132,588",23.27,23.28,23.36,23.18,.36,21.59%,0.795
TICC,8.5999,-.0101,-0.12%,"90,172",8.59,8.60,8.63,8.53,1.1,++,0.105
TILE,15.515,-.175,-1.12%,"97,199",15.50,15.53,15.56,15.4301,.48,27.89%,0.198
TIME,21.50,+.56,+2.67%,"361,003",21.48,21.50,21.50,20.76,0,46.41%,3.231
TIVO,12.68,-.11,-0.86%,"918,065",12.68,12.69,12.82,12.53,.28,38.33%,0.897
TKMR,18.25,-.43,-2.30%,"1,288,639",18.25,18.29,18.50,17.70,-1.574,120.73%,1.236
TLLP,57.22,-1.13,-1.94%,"347,042",57.15,57.21,58.20,56.39,1.84,40.74%,0.294
TMST,39.91,-.94,-2.30%,"143,092",39.84,39.91,40.21,39.025,0,55.63%,0.336
TMUS,27.819,-.301,-1.07%,"2,019,249",27.81,27.82,28.12,27.715,.2,40.24%,2.65
TNET,28.68,+.43,+1.52%,"212,234",28.69,28.72,28.96,28.1351,0,57.39%,0.454
TNGO,13.65,+.14,+1.04%,"117,718",13.63,13.65,13.74,13.2005,.06,63.80%,0.247
TOUR,18.51,+.31,+1.70%,"123,060",18.40,18.63,18.78,18.01,0,75.46%,4.333
TOWR,22.65,-.37,-1.61%,"111,819",22.60,22.65,22.95,22.29,2.56,43.17%,0.338
TPLM,7.68,-.42,-5.19%,"906,321",7.67,7.68,8.03,7.50,1.15,87.84%,0.986
TPRE,14.67,-.02,-0.14%,"128,829",14.66,14.68,14.72,14.52,0,25.93%,0.841
TQNT,17.69,+.07,+0.40%,"1,200,114",17.69,17.70,17.78,17.22,-.05,58.88%,0.671
TRAK,42.91,-.41,-0.95%,"165,706",42.88,42.90,43.506,42.69,-.21,49.02%,0.474
TREX,37.85,+1.07,+2.91%,"560,380",37.75,37.85,38.24,36.19,.83,45.95%,2.505
TRGP,127.61,+.27,+0.21%,"157,693",127.30,127.59,128.40,124.32,1.97,41.68%,0.852
TRIP,87.60,-.65,-0.74%,"497,184",87.58,87.63,88.2199,86.33,1.45,47.18%,0.551
TRLA,44.96,+.03,+0.07%,"128,615",44.86,44.93,45.50,44.17,-1.29,75.56%,1.948
TRMB,29.41,-.195,-0.66%,"348,394",29.40,29.42,29.49,29.18,.99,39.33%,0.949
TRMR,2.060,-.13,-5.94%,"161,162",2.050,2.060,2.2383,2.033,-.57,,
TROW,78.05,+.21,+0.27%,"451,231",78.01,78.05,78.28,77.09,4.44,22.21%,1.269
TROX,22.335,-.845,-3.65%,"161,553",22.33,22.35,23.00,22.18,-1,51.90%,0.076
TRUE,17.02,-.98,-5.44%,"752,473",17.02,17.08,18.00,16.60,0,98.51%,1.45
TSCO,72.21,+.54,+0.75%,"626,374",72.20,72.22,72.465,71.23,2.53,27.91%,0.243
TSEM,9.09,+.23,+2.60%,"429,430",9.07,9.09,9.18,8.98,-2.72,54.72%,4.25
TSLA,225.64,-9.60,-4.08%,"4,887,204",225.62,225.86,234.61,222.40,-1.35,60.70%,2.416
TSLX,16.58,+.10,+0.61%,"86,259",16.53,16.58,16.655,16.288,2.15,,
TSPT,1.84,+.0901,+5.15%,"139,367",1.83,1.84,1.98,1.6915,-.86,95.96%,0.148
TSRA,26.44,-.28,-1.05%,"136,161",26.42,26.43,26.7199,26.25,-2.02,35.51%,1.308
TSRO,28.475,+.375,+1.33%,"399,705",28.45,28.50,28.54,27.37,-1.8,80.97%,0.201
TTEK,25.43,-.12,-0.47%,"154,462",25.41,25.44,25.49,25.11,1.7,35.04%,0.171
TTMI,5.77,-.22,-3.67%,"288,761",5.76,5.77,5.98,5.69,-.04,40.17%,0.085
TTPH,23.93,-.09,-0.37%,"155,081",23.93,23.95,24.05,23.17,-2.29,102.03%,0.571
TTWO,22.43,+.01,+0.04%,"427,210",22.43,22.46,22.47,21.98,3.46,43.82%,1.532
TUBE,15.32,-.58,-3.65%,"119,576",15.25,15.32,16.29,15.10,0,,
TUES,19.41,-.07,-0.36%,"625,372",19.41,19.44,19.655,18.73,-.24,53.30%,0.114
TVPT,14.40,+.04,+0.28%,"104,040",14.35,14.42,14.48,14.05,0,68.90%,1.088
TWTC,39.61,+.47,+1.20%,"1,260,344",39.60,39.62,39.82,38.91,.19,17.14%,0.862
TWTR,48.9801,-.9699,-1.94%,"19,921,087",48.98,48.99,50.24,48.35,-3.35,71.22%,3.515
TXMD,4.16,-.09,-2.12%,"200,162",4.16,4.17,4.24,4.10,-.25,75.60%,0.633
TXRH,27.70,+.16,+0.58%,"204,147",27.70,27.72,27.77,27.4301,1.18,31.68%,0.468
UBNK,13.345,-.025,-0.19%,"94,959",13.34,13.35,13.35,13.232,.2,,
UBNT,34.763,+.293,+0.85%,"322,450",34.67,34.73,34.88,33.65,1.97,74.53%,0.703
UBSH,21.13,-.07,-0.33%,"98,184",21.11,21.16,21.29,20.78,1.13,,
UEPS,11.71,+.12,+1.04%,"113,292",11.68,11.71,11.71,11.47,1.5,59.33%,0.162
ULTA,117.70,+.35,+0.30%,"275,670",117.63,117.72,117.9649,116.00,3.51,32.07%,0.455
ULTI,142.16,-.24,-0.17%,"132,512",142.15,142.37,142.42,138.93,1,44.83%,1.057
UMBF,55.65,+.21,+0.38%,"114,825",55.66,55.86,55.795,54.7801,2.87,31.02%,1.182
UMPQ,16.31,+.04,+0.25%,"492,267",16.30,16.31,16.33,16.14,.76,40.33%,2.126
UNFI,62.96,-.10,-0.16%,"193,318",62.93,62.98,63.4699,62.23,2.52,39.62%,0.416
UNIS,3.49,+.025,+0.72%,"211,677",3.49,3.50,3.51,3.35,-.59,137.94%,1.354
UPIP,1.64,0,0.00%,"94,146",1.63,1.64,1.68,1.61,0,,
URBN,30.50,+.21,+0.69%,"938,266",30.49,30.50,30.53,30.05,1.8,38.42%,0.233
USEG,2.50,-.215,-7.92%,"91,539",2.50,2.51,2.66,2.50,-.06,99.62%,0.159
USTR,39.19,-.23,-0.58%,"123,521",39.17,39.23,39.53,38.82,3.23,30.15%,0.472
UTEK,17.34,-.365,-2.06%,"360,870",17.35,17.36,17.76,17.32,-1.35,44.38%,0.248
UTHR,132.28,-.075,-0.06%,"292,629",132.12,132.27,132.76,130.27,5.11,61.72%,4.257
UTIW,10.745,+.025,+0.23%,"200,683",10.74,10.75,10.76,10.50,-1.19,48.17%,3.968
VALE,10.54,-.62,-5.56%,"25,384,031",10.53,10.54,10.62,10.40,0,42.10%,1.085
VAPE,1.370,+.10,+7.87%,"112,634",1.370,1.410,1.430,1.210,0,,
VDSI,19.14,-.13,-0.67%,"270,214",19.07,19.12,19.25,18.55,.43,70.82%,0.801
VECO,32.4275,-.0725,-0.22%,"138,454",32.39,32.42,32.50,31.91,-.62,45.95%,0.97
VEEV,28.58,+.56,+2.00%,"246,614",28.57,28.59,28.73,27.30,.21,49.93%,1.787
VIAB,72.285,+.675,+0.94%,"1,348,026",72.28,72.29,72.325,71.00,5.39,28.09%,0.504
VICL,1.180,-.02,-1.67%,"100,363",1.170,1.180,1.220,1.170,-.23,153.73%,0.491
VIMC,9.4701,-.4999,-5.01%,"307,792",9.47,9.52,9.90,9.3701,-.29,151.97%,0.236
VIPS,213.44,-.15,-0.07%,"510,269",212.85,213.60,216.37,210.62,1.36,56.77%,2.67
VMEM,4.55,+.09,+2.02%,"297,734",4.55,4.57,4.59,4.34,-.47,69.46%,0.231
VNCE,32.83,-.68,-2.03%,"208,727",32.81,32.85,33.51,32.70,1.19,53.39%,0.27
VNDA,10.48,-.63,-5.67%,"2,458,442",10.47,10.48,12.42,9.53,-1.81,90.67%,0.309
VNET,19.10,+.11,+0.58%,"247,794",19.07,19.10,19.32,18.65,-.13,73.54%,0.28
VNTV,32.39,+.31,+0.97%,"590,425",32.38,32.39,32.41,31.92,.67,27.43%,1.606
VOIL,1.78,-.05,-2.73%,"495,924",1.76,1.78,1.89,1.71,-.05,,
VOLC,10.00,-.13,-1.28%,"338,731",9.99,10.00,10.14,9.94,-.74,60.19%,1.805
VOXX,7.98,-.115,-1.42%,"81,713",7.96,7.98,8.12,7.93,-1.48,++,2.138
VOYA,37.90,+.03,+0.08%,"461,069",37.89,37.90,38.026,37.50,5.54,25.33%,2.977
VPCO,2.4945,+.8445,+51.18%,"3,016,917",2.4900,2.5000,2.6300,1.6600,0,161.01%,6.277
VRNG,1.0600,+.05,+4.95%,"1,357,597",1.0500,1.0600,1.0700,.9900,-.48,122.69%,0.553
VRNT,54.44,-.07,-0.13%,"98,509",54.41,54.47,54.53,53.73,1.12,32.40%,0.409
VRSK,62.32,+.45,+0.73%,"274,936",62.31,62.32,62.41,61.5763,2.08,27.10%,0.694
VRSN,58.70,+.15,+0.26%,"433,108",58.70,58.73,59.20,58.21,3.92,27.62%,2.938
VRTX,111.30,+1.39,+1.26%,"625,196",111.30,111.32,111.38,107.86,-1.99,45.96%,2.562
VSAT,56.30,+.07,+0.12%,"107,796",56.29,56.35,56.39,55.5201,-.3,48.87%,2.541
VSLR,14.00,+.36,+2.64%,"615,938",13.99,14.04,14.70,13.82,0,65.46%,4.89
VTAE,10.845,+1.735,+19.05%,"288,202",10.72,10.84,10.99,9.29,0,,
VTNR,6.33,-.03,-0.47%,"208,818",6.31,6.33,6.48,6.0301,.57,74.63%,5.289
VTSS,3.2399,+.0699,+2.21%,"110,948",3.23,3.24,3.27,3.11,-.35,65.36%,1.667
VVTV,5.22,+.02,+0.38%,"80,441",5.21,5.22,5.24,5.15,-.13,56.27%,0.157
VVUS,3.38,-.03,-0.88%,"368,746",3.37,3.38,3.39,3.31,-1.04,99.48%,1.09
WAFD,20.51,-.11,-0.53%,"136,045",20.49,20.52,20.60,20.36,1.56,50.66%,2.789
WAGE,52.70,+.43,+0.82%,"150,134",52.67,52.73,53.0448,51.83,.67,65.28%,1.35
WAVX,1.0372,-.0628,-5.71%,"138,335",1.0300,1.0400,1.0900,1.0300,-.36,196.07%,0.446
WBAI,29.423,-.117,-0.40%,"144,519",29.40,29.44,29.7999,28.71,.67,62.32%,0.666
WBMD,39.25,+.28,+0.72%,"196,463",39.21,39.26,39.80,38.76,.67,56.37%,1.203
WDAY,89.73,+.22,+0.25%,"400,695",89.73,89.76,89.81,88.22,-1.31,43.60%,0.736
WERN,26.08,+.41,+1.60%,"389,430",26.07,26.09,26.23,25.50,1.21,23.27%,0.72
WETF,11.18,-.17,-1.50%,"511,613",11.17,11.18,11.27,10.93,.52,65.43%,0.25
WIBC,9.42,+.08,+0.86%,"148,388",9.42,9.43,9.4401,9.235,.7,31.24%,4.231
WIRE,36.82,-3.25,-8.11%,"117,952",36.74,36.84,39.945,36.65,2.21,++,1.647
WMGI,31.74,-.12,-0.38%,"223,501",31.76,31.79,31.94,31.54,-7.43,73.12%,0.004
WOOF,44.33,-.52,-1.16%,"976,953",44.33,44.37,45.32,43.74,1.68,25.00%,1.28
WPRT,5.77,-.15,-2.53%,"384,162",5.76,5.77,5.83,5.65,-2.98,75.32%,0.807
WRES,3.27,-.11,-3.25%,"965,960",3.26,3.27,3.42,3.15,.51,59.30%,0.613
WUBA,37.495,-.555,-1.46%,"396,322",37.45,37.50,38.05,37.2501,.66,62.11%,0.367
WWAV,36.13,-.02,-0.06%,"551,830",36.12,36.13,36.54,35.92,.63,40.28%,1.097
WWWW,18.98,-.11,-0.58%,"152,091",18.97,18.99,19.23,18.53,-.19,64.22%,0.291
WYNN,185.405,+.685,+0.37%,"510,925",185.36,185.50,185.66,182.89,8.11,32.14%,0.906
XLNX,43.37,+.17,+0.39%,"1,904,631",43.37,43.38,43.50,42.91,2.38,26.08%,0.185
XLRN,34.88,+.64,+1.87%,"104,757",34.81,34.89,34.98,33.26,-5.15,75.69%,0.095
XNET,9.20,-.57,-5.83%,"237,263",9.20,9.24,9.77,8.774,0,66.75%,1.205
XNPT,6.73,+.01,+0.15%,"136,932",6.73,6.74,6.75,6.53,-1.47,97.88%,2.696
XOMA,4.39,+.09,+2.09%,"531,643",4.39,4.40,4.4201,4.255,-1.3,121.27%,0.246
XONE,22.95,+1.74,+8.20%,"243,250",22.92,22.97,23.00,21.021,-.95,95.82%,1.338
XOOM,18.9700,-.47,-2.42%,"214,683",18.9400,18.9700,19.3000,18.7600,.1,76.60%,0.161
XRAY,46.69,+.55,+1.19%,"376,487",46.67,46.69,46.73,46.00,2.19,30.35%,3.585
XXIA,8.64,-.12,-1.37%,"100,611",8.63,8.65,8.76,8.46,-.43,55.82%,1.613
XXII,2.0000,-.02,-0.99%,"371,470",1.9900,2.0000,2.2000,1.9500,-.65,121.06%,0.825
YELP,58.20,-1.22,-2.05%,"2,425,426",58.20,58.23,59.88,58.02,.02,50.91%,0.397
YHOO,44.45,+.95,+2.18%,"21,224,847",44.45,44.46,44.64,43.2905,1.8,34.14%,1.062
YNDX,27.53,-.25,-0.90%,"716,583",27.52,27.53,27.60,26.71,1.23,43.37%,0.563
YOKU,18.44,-.35,-1.86%,"536,294",18.44,18.45,18.77,18.22,-.58,51.50%,1.71
YRCW,18.28,+.13,+0.72%,"230,617",18.24,18.27,18.43,17.52,-7.86,85.93%,0.669
YUME,5.02,-.03,-0.59%,"85,305",5.02,5.06,5.1495,4.96,.7,,
ZAGG,5.90,-.07,-1.17%,"123,017",5.89,5.91,6.02,5.76,.09,68.69%,0.266
ZAZA,2.9300,-.43,-12.80%,"196,126",2.9300,2.9800,3.4300,2.8101,-1.3,,2.497
ZBRA,69.44,+.14,+0.20%,"155,402",69.40,69.46,69.53,68.6256,2.93,37.59%,0.092
ZGNX,1.2550,-.015,-1.18%,"626,005",1.2500,1.2600,1.2600,1.1800,-.24,40.95%,0.381
ZINC,15.09,-.72,-4.55%,"207,605",15.08,15.10,15.79,15.06,-.45,49.66%,2.314
ZION,27.51,-.02,-0.07%,"1,053,396",27.51,27.52,27.65,27.42,1.78,24.50%,0.78
ZIOP,3.27,+.03,+0.93%,"510,595",3.26,3.27,3.28,3.15,-.43,136.15%,2.045
ZLTQ,23.87,+.16,+0.67%,"231,997",23.86,23.88,23.88,23.23,-.96,100.41%,0.301
ZNGA,2.3596,-.0104,-0.44%,"4,614,680",2.3500,2.3600,2.3700,2.3100,-.18,86.09%,0.464
ZOES,35.38,-.06,-0.17%,"99,219",35.39,35.56,35.53,34.58,0,65.34%,0.096
ZUMZ,32.48,-.49,-1.49%,"271,582",32.44,32.49,32.59,31.53,1.62,46.45%,0.26
